Product,Regular price,Sale price,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Energy (kcal),Carbohydrates,Sugars,Added sugars,Fats,Saturated fats,Unsaturated fats,Protein,Fiber,Salt
Sinaspril Paracetamol 120 mg,3.49,NA,Baby en kind,Baby en kind gezondheid,Pijnstillers kind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AH Bladerdeeg hapjes,2.79,NA,Diepvries,Diepvries snacks,Ovensnacks,Borrelmix (oven),NA,NA,305,25,3,NA,20,10,9.8,5.6,1.2,1.43
AH Frikandel,3.59,NA,Diepvries,Diepvries snacks,Maaltijdsnacks,Frikandel,Frikandel (frituur),NA,225,7,0.6,NA,16,5.4,10,13,0.7,1.65
AH Rundvlees kroketten,3.79,NA,Diepvries,Diepvries snacks,Maaltijdsnacks,Kroket,Kroket (frituur),NA,190,21,1.1,NA,8.4,3.5,4.5,7.4,0.6,1.13
AH Pesto rosso,1.15,NA,"Kaas, vleeswaren, tapas",Smeersels & dips,Pesto,Pesto in pot,NA,NA,424,3.6,3.1,NA,43,5.4,38,3.8,3.8,2.1
AH Groene pesto,1.15,NA,"Kaas, vleeswaren, tapas",Smeersels & dips,Pesto,Pesto in pot,NA,NA,365,4.8,2.5,NA,36,4.3,32,4.1,2.6,1.93
AH Anti-allergie handschoenen L,1.99,NA,Huishouden,Schoonmaak benodigdheden,Klus- en schoonmaak handschoenen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AH Handschoenen anti-allergie small,1.99,NA,Huishouden,Schoonmaak benodigdheden,Klus- en schoonmaak handschoenen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AH Microvezelhoes voor vloerwisser,1.99,NA,Huishouden,Schoonmaak benodigdheden,Dweilen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AH Microvezel dweil,2.49,NA,Huishouden,Schoonmaak benodigdheden,Dweilen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AH Viscosespons golf,1.69,NA,Huishouden,Schoonmaak benodigdheden,Sponzen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AH Afwasborstel met zuignap,1.49,NA,Huishouden,Schoonmaak benodigdheden,"Afwasborstels, afwasteilen",Afwasborstels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AH Biologisch Augurken zoetzuur,2.19,NA,NA,NA,NA,NA,NA,NA,32,6.2,5.6,NA,0.2,0.08,0.1,0.8,0.9,1.18
AH Biologisch Salami,2.95,NA,"Kaas, vleeswaren, tapas",Vleeswaren,Vleeswaren vers,Salami en cervelaat (versafdeling),NA,NA,371,1.6,0.9,NA,32,12,20,19,0.1,3.23
AH Appelmoes kaneel 0%,1.39,NA,"Soepen, sauzen, kruiden, olie",Conserven,Fruitconserven,"Appelmoes, appelcompote",Appelmoes (in pot),NA,58,13,10,NA,0.2,0.1,0.1,0.3,1.6,0
AH Kaas bolletjes roomkaas,1.59,NA,"Chips, noten, toast, popcorn",Zoutjes,Kaaszoutjes,NA,NA,NA,555,45,14,NA,36,27,8.7,12,1.5,1.9
Kanzi schaal,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lindeman's Rosé,5.29,NA,Wijn en bubbels,Rosé,Droge rosé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lindeman's South Africa shiraz cabernet,5.29,NA,Wijn en bubbels,Rode wijn,Stevige rode wijn,Syrah/Shiraz (Stevig),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AH Gerookte makreel,4.04,NA,"Vlees, vis",Vis,Gerookte vis,Gerookte makreel,NA,NA,266,0,0,NA,22,5.5,16,17,0,1
Corona Extra mono 6-pack,9.59,7.19,Bier en aperitieven,Bier,"Radler, cider, fruitbier, Mexicaans",Mexicaans bier,Mexicaans bier met alcohol,NA,42,4,0.2,NA,0,0,NA,0.3,NA,0
AH Excellent Fuet,2.99,NA,"Kaas, vleeswaren, tapas",Droge worst,"Droge worst - salami, fuet",NA,NA,NA,450,3.4,2.2,NA,36,13,23,28,0,3.5
AH Chocolade repen melkvulling,1.59,NA,"Snoep, chocolade, koek",Trakteren,Candybars minis,NA,NA,NA,556,54,53,NA,34,20,13,8.1,0.8,0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AH Kip-kerrie salade,2.29,NA,Ontbijtgranen en beleg,Beleg salades,Kipsalade (beleg),NA,NA,NA,278,8.6,5,NA,24,2.8,21,6.6,0.7,1.2
AH Selleriesalade,1.49,NA,Ontbijtgranen en beleg,Beleg salades,Groentesalades (beleg),Sellerie salade,NA,NA,100,9.4,7.6,NA,6,0.6,5.3,1,2.3,0.9
Taksi Tropisch fruit geen suiker toegevoegd,1.69,NA,"Frisdrank, sappen, siropen, water",Vruchtensappen en fruitdrank,Multivitamine drank,Multivitamine (pakken),NA,NA,11,2.4,NA,NA,0.02,0.01,NA,0.07,NA,0.04
Taksi Tropisch fruit 10-pack,2.99,NA,"Frisdrank, sappen, siropen, water",Drinkpakjes,Multivitamine drinkpakjes,NA,NA,NA,34,8,7.9,NA,0.02,0.01,NA,0.07,NA,0.051
AH Aspergesoep,2.65,NA,"Soepen, sauzen, kruiden, olie",Soepen,Soep (opwarmen),Soep in zak,Aspergesoep in zak,NA,48,3.7,0.7,NA,3.3,0.9,2.3,0.7,0.2,0.55
AH Romige mosterdsoep met spek,2.79,NA,"Soepen, sauzen, kruiden, olie",Soepen,Soep (opwarmen),Soep in zak,Mosterdsoep in zak,NA,58,4.2,1.2,NA,3.5,1.1,2.3,2.2,0.4,0.53
AH Biologisch Tomatensoep,2.59,NA,"Soepen, sauzen, kruiden, olie",Soepen,Soep (opwarmen),Soep in zak,Tomatensoep in zak,NA,49,5.3,3.8,NA,2.2,0.2,1.9,1.2,1.5,0.48
AH Biologisch Pompoensoep,2.79,NA,"Soepen, sauzen, kruiden, olie",Soepen,Soep (opwarmen),Soep in zak,Pompoensoep in zak,NA,22,3.1,1.5,NA,0.4,0.3,0.1,0.5,2,0.6
Perla Biologisch Aroma koffiebonen,6.89,NA,"Koffie, thee",Koffie,Koffiebonen,Koffiebonen (regular),NA,NA,1,0.1,0,NA,0,0,0,0.2,0,0
Pickwick Tea with fruit variatiebox orange,1.89,NA,"Koffie, thee",Thee,Vruchtenthee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perla Huisblends Decaf koffiebonen,6.89,NA,"Koffie, thee",Koffie,Koffiebonen,Koffiebonen (cafeïnevrij),NA,NA,1,0.1,0,NA,0,0,0,0.2,0,0
Perla Huisblends Aroma snelfiltermaling 2-pack voordeel,13.49,NA,"Koffie, thee",Koffie,Snelfilterkoffie,Snelfilterkoffie (regular),NA,NA,1,0.1,0,NA,0,0,0,0.2,0,0
AH Werkborstel,2.99,NA,Huishouden,Schoonmaak benodigdheden,Bezems / borstels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campina Botergoud bakken & braden roomboter,2.85,NA,"Zuivel, eieren, boter",Boter en margarine,Boter en margarine voor de keuken,Bak- en braadboter (vast),NA,NA,737,1,1,NA,81,57,NA,1,NA,0.6
Dr. Oetker Kloppudding vanille,0.95,NA,Bakkerij,Bakproducten,"Pudding, desserts",NA,NA,NA,92,16,14,NA,1.5,0.9,NA,3.2,NA,0.47
Dr. Oetker Kloppudding karamel,0.99,NA,Bakkerij,Bakproducten,"Pudding, desserts",NA,NA,NA,92,16,13,NA,1.5,0.9,NA,3.2,NA,0.47
Dr. Oetker Kookpudding framboos,1.29,NA,Bakkerij,Bakproducten,"Pudding, desserts",NA,NA,NA,92,17,11,NA,1.4,0.8,NA,2.9,NA,0.12
Iglo Fijngehakte spinazie met boursin,3.49,NA,"Aardappel, groente, fruit",Diepvries groente,Spinazie (diepvries),NA,NA,NA,89,2,0.9,NA,7.1,4.6,NA,3.3,2,0.72
Dr. Oetker Tradizionale pizza speciale,4.49,NA,Diepvries,Diepvries pizza,Pizza (steen/houtoven),NA,NA,NA,227,28,3.1,NA,7.9,3,NA,9.7,1.9,1.2
Dr. Oetker Tradizionale pizza salame romano,4.49,NA,Diepvries,Diepvries pizza,Pizza (steen/houtoven),NA,NA,NA,244,29,3.4,NA,9.2,3.6,NA,9.7,2,1.2
Dr. Oetker Tradizionale pizza mozzarella e pesto,4.49,NA,Diepvries,Diepvries pizza,Pizza (steen/houtoven),NA,NA,NA,239,30,3.4,NA,9,3.1,NA,8.7,2,0.94
AH American fritessaus,1.75,NA,"Soepen, sauzen, kruiden, olie",Sauzen,"Snacksauzen, mayonaise",Fritessaus,NA,NA,245,13,8.2,NA,21,1.5,NA,0.5,0.4,1.18
Mad sauce Original french fries sauce,2.29,NA,"Soepen, sauzen, kruiden, olie",Sauzen,"Snacksauzen, mayonaise",Fritessaus,NA,NA,249,14,9.2,NA,21,1.6,NA,0.5,NA,1.4
LU Time out robuuste koeken chocolade,1.99,NA,"Snoep, chocolade, koek",Koek,Koekjes met chocolade,NA,NA,NA,503,60,36,NA,26,14,NA,5.7,3.3,1
LU Mikado milk chocolate,1.69,NA,"Snoep, chocolade, koek",Koek,Koek bites,NA,NA,NA,479,68,35,NA,19,12,NA,6.8,3.1,0.81
AH Prei,0.65,NA,"Aardappel, groente, fruit",Groente,"Ui, prei en knoflook",Prei,Prei (vers),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M&M'S Pinda maxi,5.49,NA,"Snoep, chocolade, koek",Chocolade,Chocoladesnoepjes,NA,NA,NA,524,59,53,NA,26,11,NA,9.8,NA,0.11
AH Katenspek,3.19,NA,"Kaas, vleeswaren, tapas",Vleeswaren,Vleeswaren vers,Spek en bacon plakken (versafdeling),NA,NA,305,3,2.5,NA,25,9.5,16,17,0,2.5
AH Zeeuws spek,2.99,NA,"Kaas, vleeswaren, tapas",Vleeswaren,Vleeswaren vers,Spek en bacon plakken (versafdeling),NA,NA,309,2.7,2.2,NA,25,10,15,18,0.5,2.1
AH Runderlever,2.59,NA,"Kaas, vleeswaren, tapas",Vleeswaren,Vleeswaren vers,Traditionele vleeswaren (versafdeling),Varkenslever en runderlever (versafdeling),NA,138,3,3,NA,4.5,2,2.5,21,0.5,2.5
AH Grillworst zaanlanderkaas,4.49,NA,"Kaas, vleeswaren, tapas",Vleeswaren,Vleeswaren vers,Grillworst (versafdeling),NA,NA,263,4.5,0.6,NA,21,8.5,12,14,0.1,1.95
AH Grillworst kip,4.39,NA,"Kaas, vleeswaren, tapas",Vleeswaren,Vleeswaren vers,Grillworst (versafdeling),NA,NA,257,6,1.5,NA,20,8,12,13,0.3,2.25
AH Leverworst gesneden,1.79,NA,NA,NA,NA,NA,NA,NA,290,4,1.5,NA,23,9,NA,16,0,1.7
AH Rundertong,3.19,NA,"Kaas, vleeswaren, tapas",Vleeswaren,Vleeswaren vers,Traditionele vleeswaren (versafdeling),Tongenworst (versafdeling),NA,271,0.5,0.5,NA,21,8.6,12,20,0.2,1.5
AH Biologisch Katenspek,3.19,NA,"Kaas, vleeswaren, tapas",Vleeswaren,Vleeswaren vers,Spek en bacon plakken (versafdeling),NA,NA,319,1.7,1.3,NA,28,10,18,15,0.1,1.88
AH Biologisch Gerookte kipfilet,3.39,NA,Ontbijtgranen en beleg,Vleeswaren beleg,"Kipfilet, kalkoenfilet",Kipfilet (beleg),Kipfilet (versafdeling),NA,126,1.8,0.2,NA,3.8,0.7,3.1,21,0.1,1.95
AH Knakworst,2.99,NA,"Soepen, sauzen, kruiden, olie",Conserven,Vleesconserven,Knakworst,NA,NA,315,0.5,0.3,NA,28,11,17,15,0.1,2.25
Honig Basis voor koninginnensoep,1.99,NA,"Soepen, sauzen, kruiden, olie",Soepen,Soep (zelf bereiden),Koninginnensoep,NA,NA,417,54,6.4,NA,19,10,NA,6.2,3,12.8
Maggi Hot,2.15,NA,"Soepen, sauzen, kruiden, olie",Smaakmakers,"Tafelsauzen, toevoegingen",Aroma,NA,NA,52,4.3,2,NA,0.1,0,NA,7.2,0,22
Unox Stevige bruine bonensoep,3.99,NA,"Soepen, sauzen, kruiden, olie",Conserven,Soepen in blik,Bruine bonensoep in blik,NA,NA,75,8.2,0.7,NA,2,0.6,NA,4.5,3.4,0.75
Faber Chardonnay alcoholvrij,5.99,NA,Wijn en bubbels,Witte wijn,Alcoholvrije witte wijn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faber Rosé Alcoholvrij,5.99,NA,Wijn en bubbels,Rosé,Alcoholvrije rosé,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Château Juguet Saint-milion grand cru,19.99,NA,Wijn en bubbels,Rode wijn,Stevige rode wijn,Merlot (Stevig),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sobreiro Ruby port,5.49,NA,Wijn en bubbels,"Port, sherry en vermouth",Port,Rode port,Ruby port,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sobreiro White port,5.49,NA,Wijn en bubbels,"Port, sherry en vermouth",Port,Witte port,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coca-Cola Zero sugar zero caffeïne,2.59,NA,"Frisdrank, sappen, siropen, water",Frisdrank,Cola,Cola flessen,Cola cafeïnevrij flessen,NA,NA,0,0,NA,0,0,NA,0,NA,0.01
Codorníu Clasico cava brut,7.99,NA,Wijn en bubbels,"Bubbels, mousserende wijn",Droge bubbels,Cava (Droog),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faber Cabernet Sauvignon alcoholvrij,5.99,NA,Wijn en bubbels,Rode wijn,Alcoholvrije rode wijn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Duck special,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greenminds Enveloppen C5 wit,2.99,NA,"Koken, tafelen, vrije tijd",Kantoorartikelen,Papierwaren,Enveloppen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bonduelle Chilibonen in saus,2.99,NA,"Soepen, sauzen, kruiden, olie",Conserven,Groenteconserven,"Bonen, peulvruchten (conserven)",Chilibonen,NA,90,12.1,2.6,NA,0.7,0.1,NA,5.9,5.6,0.5
Conimex Woksaus knoflook koriander,2.59,NA,"Pasta, rijst en wereldkeuken",Oosterse keuken,Indonesisch,Indonesische woksaus,NA,NA,503,31,17,NA,11,1.7,NA,7.4,6.2,1.9
Conimex Woksaus teriyaki,2.59,NA,"Pasta, rijst en wereldkeuken",Oosterse keuken,Indonesisch,Indonesische woksaus,NA,NA,138,15,3.6,NA,5.1,1.7,NA,7.1,1.1,0.52
Conimex Kant en klare wok noodles,3.59,NA,"Pasta, rijst en wereldkeuken","Pasta, rijst, noedels","Noedels, mie",Noedels,NA,NA,159,29,0.5,NA,1.6,0.3,NA,6.6,2.2,0.52
Bonduelle Zwarte bonen,1.99,NA,"Aardappel, groente, fruit",Groente,"Sperziebonen, snijbonen en peulvruchten",Zwarte bonen,NA,NA,106,13,0.7,NA,1.1,0.2,NA,7.3,7.2,0.29
Optimel Drinkyoghurt framboos voordeelpak,2.75,NA,"Zuivel, eieren, boter",Drinkyoghurt,NA,NA,NA,NA,31,3.7,NA,NA,NA,NA,NA,3.2,NA,0.11
Syoss Extreme styling gel power hold,7.99,NA,Drogisterij,Haarverzorging,Haarstyling,Gel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrrells Sweet chilli & red pepper,2.99,NA,"Chips, noten, toast, popcorn",Chips,Paprika chips,NA,NA,NA,468,51,5.1,NA,25,2.3,NA,6.3,5.4,1.1
Tyrrells Sea salt & cider vinegar,2.99,NA,"Chips, noten, toast, popcorn",Chips,Luxe chips,NA,NA,NA,461,50,1.8,NA,25,2.2,NA,5.7,5.2,2
Tyrrells Lightly Sea Salted,2.99,NA,"Chips, noten, toast, popcorn",Chips,Naturel chips,NA,NA,NA,476,49,0.64,NA,27,2.4,NA,6.2,5.5,0.84
Bausch & Lomb Concentrated cleaner,9.99,NA,Gezondheid,Optiek,"Lenzen, lenzenvloeistof",Lenzenvloeistof,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bausch & Lomb Conditioning solution,11.19,NA,Gezondheid,Optiek,"Lenzen, lenzenvloeistof",Lenzenvloeistof,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Conditioner,10.79,NA,Gezondheid,Optiek,"Lenzen, lenzenvloeistof",Lenzenvloeistof,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycosan Kalknagels,24.95,NA,Drogisterij,Make-up,Nagelverzorging,Nagel(riem)verzorging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hansaplast Elastic extra flexibel,5.39,NA,Gezondheid,Zelfzorg,Wondverzorging,Pleisters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hansaplast Finger strips elastic,3.39,NA,Gezondheid,Zelfzorg,Wondverzorging,Pleisters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bisolnasal Neusspray eucalyptus,6.49,NA,Gezondheid,Zelfzorg,"Verkoudheid, hoesten",Neus,Neusspray,Neusspray volwassenen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etos Control mini,3.19,NA,Drogisterij,Lichaamsverzorging,Persoonlijke hygiëne,Incontinentiemateriaal,Incontinentie vrouwen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clearblue Indicator zwangerschapstest,18.89,NA,Gezondheid,"Zwangerschap, kraamtijd",Zwangerschapstest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmolive Naturals olijf handzeep,2.69,NA,Drogisterij,Lichaamsverzorging,Handverzorging,Handzeep,Vloeibare zeep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herôme Caring nail remover pads,7.45,NA,Drogisterij,Make-up,Nagelverzorging,Nagellakremover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weleda Iris hydraterende gezichtscrème light,19.19,NA,Drogisterij,Gezichtsverzorging,Gezichtscreme,Dagcreme,Dagcreme vrouw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weleda Cold cream,12.99,NA,Drogisterij,Gezichtsverzorging,Gezichtscreme,Dagcreme,Dagcreme vrouw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weleda Arnica massageolie,17.69,NA,Gezondheid,Intimiteit,Massage olie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wattenstaafjes hout,0.69,NA,Drogisterij,"Tissues, watten",Watten & wattenstaafjes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elnett Haarlak normaal,11.49,NA,Drogisterij,Haarverzorging,Haarstyling,Haarspray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elnett Haarlak extra sterk,11.49,NA,Drogisterij,Haarverzorging,Haarstyling,Haarspray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L'Oréal Excellence crème middenbruin 4,19.99,NA,Drogisterij,Haarverzorging,Haarkleuring,Bruintint haarkleuring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dr Swaab Lanoline crème,6.59,NA,Drogisterij,Lichaamsverzorging,Handverzorging,Handcreme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Therme Anti transpirant sensitive stick,9.69,NA,Drogisterij,Lichaamsverzorging,Deodorant,Deodorant vrouwen,Deostick vrouwen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meridol Mondspoeling,6.49,NA,Drogisterij,Mondhygiene,Mondreiniging,Mondwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HG Meubelhersteller licht hout,10.89,NA,Huishouden,Schoonmaakmiddelen,Onderhoudsmiddel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HG Tapijtreiniger,7.59,NA,Huishouden,Schoonmaakmiddelen,Vloer- en tapijtreiniger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HG Stickerverwijderaar,7.69,NA,Huishouden,Schoonmaakmiddelen,Vlekkenmiddel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HG Meubelhersteller donker hout,10.89,NA,Huishouden,Schoonmaakmiddelen,Vlekkenmiddel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HG Waterdicht katoen, linnen, wol, meng",6.55,NA,Huishouden,"Wasmiddelen, wasverzachters","Handwas, voorwas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microlax Klysma oplossing,7.99,NA,Gezondheid,Zelfzorg,Buikpijn,Laxeermiddelen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davitamon Junior multivitamines framboos 3-12 jaar,22.49,NA,Baby en kind,Baby en kind gezondheid,Kindervitamines,Kind multivitamines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roter Noscapect 15 mg tabletten,9.49,NA,Gezondheid,Zelfzorg,"Verkoudheid, hoesten",Keel,Keeltabletten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roter Vitamine C sinaasappel-abrikoos bruis,6.79,NA,Gezondheid,Vitamines & supplementen,Vitamines,Vitamine C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trachitol Zuigtabletten suikervrij,7.99,NA,Gezondheid,Zelfzorg,"Verkoudheid, hoesten",Keel,Keeltabletten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.Vogel Atrosan spieren gewrichtsgel gel,12.99,NA,Gezondheid,Zelfzorg,"Gewrichtspijn, spierpijn",Gewrichten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.Vogel Echinaforce tabletten weerstand1*,29.99,22.49,Gezondheid,Zelfzorg,Weerstand en energie supplementen,Weerstand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etos Waterstofperoxide,1.39,NA,Gezondheid,Zelfzorg,Chemicaliën,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicotinell Pleisters 21mg/24u stoppen met roken,24.99,NA,Gezondheid,Zelfzorg,Stoppen met roken,Nicotine pleisters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herriestoppers Oordopjes,6.15,NA,Gezondheid,Zelfzorg,Ontspanning en nachtrust,Oordoppen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rennie Anijs kauwtabletten,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weleda Calendula weer en windbalsem,9.99,NA,Baby en kind,Baby en kind verzorging,Baby huidverzorging,Baby zalf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syoss Men power styling paste,7.99,NA,Drogisterij,Haarverzorging,Haarstyling,Styling paste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etos Tampons super plus,1.15,NA,Drogisterij,Lichaamsverzorging,Persoonlijke hygiëne,Tampons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grand' Italia Pasta per zuppa vermicelli,1.99,NA,"Pasta, rijst en wereldkeuken","Pasta, rijst, noedels",Pasta,Vermicelli,NA,NA,357,72,3.2,NA,1.3,0.3,NA,13,2.5,0
AH Chocolade zeevruchten,2.29,NA,"Snoep, chocolade, koek",Chocolade,Bonbons en pralines,NA,NA,NA,566,50,49,NA,37,14,23,6.9,2.6,0.08
AH Prei,NA,NA,NA,NA,NA,NA,NA,NA,28,3.5,3,NA,0.2,0,0.2,1.5,3,0
AH Biologisch Fruithapje appel mango perzik 6m+,1.19,NA,Baby en kind,Babyvoeding,Fruithapjes (baby en kind),Fruitpotjes vanaf 6 maanden,NA,NA,55,11,10,0,0.5,0.2,0.2,0.5,2,0
AH Biologisch Fruithapje appel blauwe bes aardbei 8m+,1.19,NA,Baby en kind,Babyvoeding,Fruithapjes (baby en kind),Fruitpotjes,Fruitpotjes vanaf 8 maanden,NA,50,10,9.5,NA,0.5,0.2,0.3,0.4,2,0
AH Biologisch Fruithapje peer 4m+,0.95,NA,Baby en kind,Babyvoeding,Fruithapjes (baby en kind),Fruitpotjes,Fruitpotjes vanaf 4 maanden,NA,60,12,10,NA,0.3,0,0.2,0.5,3.5,0
AH Biologisch Fruithapje appel watermeloen banaan 8m+,1.19,NA,Baby en kind,Babyvoeding,Fruithapjes (baby en kind),Fruitpotjes,Fruitpotjes vanaf 8 maanden,NA,58,12,11,NA,0.5,0.2,0.2,0.4,2,0
Lurpak Smeerbaar ongezouten,3.49,NA,"Zuivel, eieren, boter",Boter en margarine,Boter en margarine voor op brood,Smeerbare halvarine,NA,NA,679,0.6,0.6,NA,75,35,NA,0.5,NA,0
Lurpak Smeerbaar gezouten,3.49,NA,"Zuivel, eieren, boter",Boter en margarine,Boter en margarine voor op brood,Smeerbare halvarine,NA,NA,679,0.6,0.6,NA,75,35,NA,0.5,NA,0.9
Ouwehand Braadharing,2.79,NA,"Vlees, vis",Vis,Visconserven,Haring (conserven),NA,NA,168,1,0.5,NA,12,2.6,NA,15,1.4,2.1
Weleda Lavendel ontspanningsolie,17.79,NA,Drogisterij,Lichaamsverzorging,Huidverzorging,Huidolie en massage olie,Huidolie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dr. Brown's Fles small bpa-vrij,13.99,NA,Baby en kind,Baby en kind accessoires,Babyflessen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davitamon Junior kauwvitamines 3-12 jaar,22.99,NA,Baby en kind,Baby en kind gezondheid,Kindervitamines,Kind multivitamines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicotinell Mint kauwgom 2mg stoppen met roken,49.99,NA,Gezondheid,Zelfzorg,Stoppen met roken,Nicotine kauwgum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucovitaal Probiotica kauwtabletten,20.29,NA,Gezondheid,Vitamines & supplementen,Supplementen,"Blaas, prostaat en darmflora supplementen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elmex Sensitive professional tandenborstel,4.45,NA,Drogisterij,Mondhygiene,Tandenborstels,Soft tandenborstel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etos Hoestdrank volwassenen,4.29,NA,Gezondheid,Zelfzorg,"Verkoudheid, hoesten",Hoest,Hoestdrank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bepanthen Baby zalf bij rode babybilletjes,14.99,NA,Baby en kind,Baby en kind verzorging,Baby huidverzorging,Baby zalf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ola Calippo supermix,4.19,NA,Diepvries,IJs,Waterijsjes,NA,NA,NA,99,23,17,NA,0,0,NA,0,1,0
Ben & Jerry's Chocolate fudge brownie,6.75,NA,Diepvries,IJs,Roomijs premium,NA,NA,NA,249,29,27,NA,13,7.8,NA,4.3,NA,0.23
